entry_id,status,matches
ah&apos;ỹỹt_bc76a4f6-6266-4537-88b9-2837a102a9e1,,"{'ahʹỹỹ_014da936-e5cd-4990-ada4-17cbaa8a737a': ('ahʹỹỹ', 0.9230769230769231), 'ahʹỹỹh_135b490e-7cf7-4eff-8dca-45dfe71ddf22': ('ahʹỹỹh', 0.8928571428571429), 'ahỹỹd_a2061f1b-ce83-48f5-8762-78c35e84e54a': ('ahỹỹd', 0.8846153846153846), 'ahɨ̰̃:t_bc76a4f6-6266-4537-88b92837a102a9e2': ('ahɨ̰̃:t', 1.0), 'kahɨ̰̃:t_ea2fe099-2a0c-4037-8cc3845740fe5a86': ('kahɨ̰̃:t', 0.9333333333333333)}"
s&apos;oow_bd149bf3-7f4c-42b9-901c-045655c034c8,,"{'s’oow_bd149bf3-7f4c-42b9-901c-045655c034c8': ('s’oow', 1.0)}"
tsʹaah_be6ef049-4a0b-4431-ade9-063237e7fde5,,"{'tsʹaa_be6ef049-4a0b-4431-ade9-063237e7fde5': ('tsʹaa', 0.9444444444444444)}"
ta-_c0e73567-fba2-4e50-87f1-ea99f887fc7c,,"{'ta=_6b321888-48e5-4284-8888-97bf4c031f6b': ('ta=', 1.0)}"
éj1_c35497dd-ca85-4322-b3be-2507a29e22ed,,"{'ɛ:j_71537484-6042-45a2-b10be64b182d75f': ('ɛ:j', 0.9)}"
p&apos;ooj ub_c3d4d0b7-a697-421b-8810-b27fc9f4e533,,"{'pʹooj up_d243caec-72a6-40fa-a4e3-d9422bad97fc': ('pʹooj up', 0.9375), 'po̰:j ub_15ba43d2-22e3-4dab-b985542fdf887813': ('po̰:j ub', 1.0)}"
tahood_c809015c-f2be-419d-975c-294a08222161,,"{'taho:h_bccaeab6-2645-401a-a5e2394defe8de7e': ('taho:h', 0.875)}"
yyw_c81e4bd2-b595-4e05-8c5b-9b8dfa830f5a,,"{'wyyw_53e36f05-f876-4b30-9d3d-4be4ec11a4ec': ('wyyw', 0.8571428571428571), 'tyyw_87e0c426-d593-4ca1-8704-61dc46d5dc73': ('tyyw', 0.8571428571428571)}"
s&apos;ëë_c93313d0-c120-4329-a437-dfffda2d32f6,,"{'s’ëëh_c2500249-3e46-4056-8e86-6d258b177a45': ('s’ëëh', 0.9444444444444444), 'ʃə:_77981701-bff1-498b-a88bf2ff0d46a7a3': ('ʃə:', 0.9285714285714286)}"
hahỹỹh1_c9b7d1df-1bb9-48d2-a71c-af0fdd38ed70,,"{'ahʹỹỹh_135b490e-7cf7-4eff-8dca-45dfe71ddf22': ('ahʹỹỹh', 0.8928571428571429), 'ahyyh1_7491ca4e-d841-47c4-9f9e-cfc66b856aa8': ('ahyyh', 0.875), 'ahyyh2_a4db2ba4-29b1-42d6-ba71-d03347f7bf88': ('ahyyh', 0.875), 'aỹỹh_c99a1e11-f4d3-4fbd-b8e4-ef98dc3ac38b': ('aỹỹh', 0.875), 'hahɨ̃:h_c9b7d1df-1bb9-48d2-a71caf0fdd38ed71': ('hahɨ̃:h', 1.0), 'hɨ̃:h_e2aac6ce-87d1-4108-851938b7d7501b1b': ('hɨ̃:h', 0.875), 'ahɨ̃:h_f733ec49-2377-44b4-8f60a93e6a22ff4f': ('ahɨ̃:h', 0.9230769230769231)}"
abuuj_ca2e4d7b-85b5-4e4f-85c1-ca6b3ed3a14d,,"{'nabuuj_cb6fe9b5-c752-4979-abff-e6d8db6d476b': ('nabuuj', 0.9090909090909091), 'bu:j_54613d00-08ea-44ed-b99659610ba3cac7': ('bu:j', 0.8888888888888888)}"
gëëd_ca7daac0-f358-4922-9534-3c85afb51ee5,,"{'gə:t_80dd9aea-7e89-4714-a295f1bddb8ebddb': ('gə:t', 0.875)}"
kuruj du_cee3da30-09cb-4fe7-8929-c2a990e5caa8,,"{'kuruj-du_cee3da30-09cb-4fe7-8929-c2a990e5caa8': ('kuruj-du', 1.0)}"
syyh_cf60c370-545f-49d8-9d75-c43de0dcbcbc,,"{'yyh_1dc877e3-ce0f-43ad-817b-0844fa5ccca8': ('yyh', 0.8571428571428571)}"
nag&apos;aap hẽ_d061f271-a505-4648-839a-49668d255562,,"{'naga hẽ_3980fa65-cfdf-4ed7-8a6b2b965258d605': ('naga hẽ', 0.8947368421052632)}"
warahén_d19ed409-f161-40d6-90a9-dede5c019714,,"{'warahen2_9f60eea4-12af-4bff-b76f-4b605295b5a8': ('warahen', 0.9285714285714286), 'warahen1_d19ed409-f161-40d6-90a9-dede5c019714': ('warahen', 0.9285714285714286)}"
hahỹỹh2_d33ded7e-4afe-450a-a112-bb66fd7cddce,,"{'ahʹỹỹh_135b490e-7cf7-4eff-8dca-45dfe71ddf22': ('ahʹỹỹh', 0.8928571428571429), 'ahyyh1_7491ca4e-d841-47c4-9f9e-cfc66b856aa8': ('ahyyh', 0.875), 'ahyyh2_a4db2ba4-29b1-42d6-ba71-d03347f7bf88': ('ahyyh', 0.875), 'aỹỹh_c99a1e11-f4d3-4fbd-b8e4-ef98dc3ac38b': ('aỹỹh', 0.875), 'hahɨ̃:h_c9b7d1df-1bb9-48d2-a71caf0fdd38ed71': ('hahɨ̃:h', 1.0), 'hɨ̃:h_e2aac6ce-87d1-4108-851938b7d7501b1b': ('hɨ̃:h', 0.875), 'ahɨ̃:h_f733ec49-2377-44b4-8f60a93e6a22ff4f': ('ahɨ̃:h', 0.9230769230769231)}"
adëë_d39b9583-3673-442f-8a80-19cb72795322,,"{'atə:_0d9d214a-224c-47c4-8261fdf54959927f': ('atə:', 0.875)}"
mahũũr_d5012807-382c-4ce2-ae64-fe70e83272d7,,"{'mahũũr1_d5012807-382c-4ce2-ae64-fe70e83272d7': ('mahũũr', 1.0)}"
saroor_d5e2a7f5-0b77-41ec-aebc-0f8c9ce1602c,,"{'saroor2_d5e2a7f5-0b77-41ec-aebc-0f8c9ce1602c': ('saroor', 1.0), 'ʃaro:r_ca5bfa8b-4463-4b3d-a0be200a2bac12ba': ('ʃaro:r', 1.0)}"
näng1_d60ff176-1202-4425-98d3-4a3ae5fa1644,,"{'anäng_87bfc426-0444-4acf-b0cd-90d0356238ad': ('anäng', 0.8571428571428571), 'nʌŋ_d60ff176-1202-4425-98d34a3ae5fa1645': ('nʌŋ', 1.0)}"
kuj&apos;uuj_d674eeda-bfa4-47b0-86d8-ce128cfc5d92,,"{'kujṵj_d674eeda-bfa4-47b0-86d8ce128cfc5d93': ('kujṵj', 0.9615384615384616)}"
näng2_d78c5f80-7eb0-47dc-85e4-5928a1eca688,,"{'anäng_87bfc426-0444-4acf-b0cd-90d0356238ad': ('anäng', 0.8571428571428571), 'nʌŋ_d60ff176-1202-4425-98d34a3ae5fa1645': ('nʌŋ', 1.0)}"
tëëg hõõ_d8c36eed-f9d1-43ea-a049-1b237a789149,,"{'tëëg hood_d8c36eed-f9d1-43ea-a049-1b237a789149': ('tëëg hood', 0.9166666666666666)}"
ha1_d8ff5f99-7c38-4ed3-ae5a-ceba827841bf,,"{'haa_6a83eb37-c1ab-4dc2-8210-1d9195abca43': ('haa', 0.9), 'hã_394e29a8-d5e6-4ae4-ab8e521acec8fd7': ('hã', 0.9), 'ha_d8ff5f99-7c38-4ed3-ae5aceba827841c0': ('ha', 1.0)}"
ha2_dacf0200-8acf-4322-9ad4-cc4be61a5f11,,"{'haa_6a83eb37-c1ab-4dc2-8210-1d9195abca43': ('haa', 0.9), 'hã_394e29a8-d5e6-4ae4-ab8e521acec8fd7': ('hã', 0.9), 'ha_d8ff5f99-7c38-4ed3-ae5aceba827841c0': ('ha', 1.0)}"
eỹỹm1_db33bb76-0902-4cd5-a8db-eb1f7bdaefba,,"{'ỹỹm3_be33ca3b-f6a1-4066-b50a-97e305ec90bb': ('ỹỹm', 0.8888888888888888), 'eỹỹm_db33bb76-0902-4cd5-a8db-eb1f7bdaefba': ('eỹỹm', 1.0), 'eỹm_e0157363-f854-42f4-acfa-dedc5b175515': ('eỹm', 0.9444444444444444), 'ɨ̃:m_b7f8608c-1aaa-4014-b04d968cde2f7f88': ('ɨ̃:m', 0.8888888888888888)}"
j&apos;yy_dc5580cb-f66e-4333-9edc-7b10af35d72a,,"{'ajʹyy_ece00d00-4ed6-47ba-9536-ac3be8cafafe': ('ajʹyy', 0.8888888888888888), 'jɨ̰:t_5433c61f-5cd9-4e4b-a03d7eacb676ef0f': ('jɨ̰:t', 0.8888888888888888)}"
asëm_dc855a5e-e265-4869-9faa-8947234d666a,,"{'atsëm_3e48f310-3d32-4d81-9074-b841d0ae6f78': ('atsëm', 0.875)}"
wabëë_dcae8bd6-6662-4188-b818-94d23063c4d4,,"{'waëë_860ebf6f-0614-4d29-b3a5-bc6d391c2301': ('waëë', 0.8888888888888888)}"
ma5_dd0666f2-5914-433d-a28a-fbf359a35f2b,,"{'ma_4264a5f5-d297-4c5e-9ce680ae7193474b': ('ma', 1.0), 'ma_54731d58-1347-4780-981b8e439d93d278': ('ma', 1.0), 'ma_d9520bd1-d3cc-41e0-a4b4ca44534c821a': ('ma', 1.0)}"
nad&apos;ëëd_dd993279-961b-4e7e-aaf2-0286f5a2b9e1,,"{'nad’ëëd_dd993279-961b-4e7e-aaf2-0286f5a2b9e1': ('nad’ëëd', 1.0)}"
mỹỹj_dfe6e587-6395-4e95-992c-85a4d3e70bac,,"{'ɨ̃:j_5a1c00f9-4ec3-4e16-b5fe91e9b4916736': ('ɨ̃:j', 0.8888888888888888), 'mɨ:j_79d22043-a50a-490e-92dc1dc765665622': ('mɨ:j', 0.9444444444444444)}"
heen n&apos;aa_e00ea0a4-a593-43c3-b339-f3933a66bdca,,"{'he:n na̰:_e00ea0a4-a593-43c3-b339f3933a66bdcb': ('he:n na̰:', 1.0)}"
daari_e0d51ab9-3b01-4ddc-a793-7ce101f41753,,"{'daar_76bad5b4-e619-4d3c-b911-8e14ae184d16': ('daar', 0.8888888888888888)}"
sok_e4291635-cb02-4a7d-b79d-3a8216aa1e82,,"{'aʃok_3b09d234-1d9d-43fa-8d851600b775eff3': ('aʃok', 0.8571428571428571), 'eʃok_ef9574fd-7c87-4d19-93d3681bd9792263': ('eʃok', 0.8571428571428571)}"
biin2_e6e5bae8-d2ad-412e-b701-c994681eb9d5,,"{'bi:n_b2e517bb-acfb-4a33-9270f9596069cab6': ('bi:n', 1.0), 'bi:n_e6e5bae8-d2ad-412e-b701c994681eb9d6': ('bi:n', 1.0)}"
haɾũm_e7c19295-e5b4-4fbe-afa0-407f81dde475,,"{'harum_15ce4d3f-c20c-4b98-ac5e-19c13eada4af': ('harum', 0.9545454545454546), 'haɾũm1_22fb506e-aa3f-4853-99d5-9a5c2c1a06d1': ('haɾũm', 1.0)}"
atsëë_e8b38791-7aed-416c-b546-7186f67846fa,,"{'tatsëë_c7995d79-a53a-4ee3-ba03-b6b43eeea58c': ('tatsëë', 0.8888888888888888), 'pacə:_f975debe-d1b6-4a5a-94a8562e89f3b5a7': ('pacə:', 0.8888888888888888)}"
r&apos;oot_e8e02051-ff0f-4d2f-a1a8-2da0e580ff5c,,"{'ro̰:d_4acc9cdb-de0b-4f94-b9e3ebe14eadfa08': ('ro̰:d', 0.9)}"
hahỹỹh3_e8fb77d0-ee1d-45ad-a9eb-72b3f11fb6da,,"{'ahʹỹỹh_135b490e-7cf7-4eff-8dca-45dfe71ddf22': ('ahʹỹỹh', 0.8928571428571429), 'ahyyh1_7491ca4e-d841-47c4-9f9e-cfc66b856aa8': ('ahyyh', 0.875), 'ahyyh2_a4db2ba4-29b1-42d6-ba71-d03347f7bf88': ('ahyyh', 0.875), 'aỹỹh_c99a1e11-f4d3-4fbd-b8e4-ef98dc3ac38b': ('aỹỹh', 0.875), 'hahɨ̃:h_c9b7d1df-1bb9-48d2-a71caf0fdd38ed71': ('hahɨ̃:h', 1.0), 'hɨ̃:h_e2aac6ce-87d1-4108-851938b7d7501b1b': ('hɨ̃:h', 0.875), 'ahɨ̃:h_f733ec49-2377-44b4-8f60a93e6a22ff4f': ('ahɨ̃:h', 0.9230769230769231)}"
 =g&apos;aad_ea75dfe4-c1ed-4061-9274-9d1552506703,,"{' =gʹaad_ea75dfe4-c1ed-4061-9274-9d1552506703': (' =gʹaad', 1.0)}"
g&apos;aad_ea94d6c7-c31e-417e-a17f-4f560dc6bffa,,"{'kã̰:d_0e39e610-eab0-434f-95dba602eca2041e': ('kã̰:d', 0.8636363636363636)}"
wëët_ecd559af-f1e4-42d0-9f9f-36fcbca83133,,"{'wʹëët_78cc870c-148a-4b0a-b684-18e13bce9b43': ('wʹëët', 0.9444444444444444), 'wëë_aa8555ee-bca6-4074-a9cd-061cb1c06ff5': ('wëë', 0.8571428571428571), 'wət_3d9e8a40-28bc-4880-9dc1525d808cd0db': ('wət', 0.9285714285714286), 'wə:_9485bb49-c230-459f-b30e231a60b19151': ('wə:', 0.8571428571428571)}"
aj&apos;yy_ece00d00-4ed6-47ba-9536-ac3be8cafafe,,"{'ajyy_df084789-d41c-4e8a-9b94-bded23eaa2d8': ('ajyy', 0.9444444444444444), 'ajʹyy_ece00d00-4ed6-47ba-9536-ac3be8cafafe': ('ajʹyy', 1.0)}"
kahũũm_edb14c07-f4e4-49ef-8e80-ffbedcf5072a,,"{'ahũũm_c1aba4f1-8144-4560-a16e-b9f106f47381': ('ahũũm', 0.9230769230769231), 'tahũ:m_480edbaa-0ba8-4eae-968e71ba5dbe2439': ('tahũ:m', 0.8571428571428571), 'ahṵ̃:m_7101b90d-ca9a-4580-9d2ad92b4ebe63d8': ('ahṵ̃:m', 0.8928571428571429)}"
hawät1_ee5984fe-4b74-4ff7-994b-e1c68e1486b6,,"{'awät_94af7d8a-ba5e-4b2b-9ef7-cfa69923b978': ('awät', 0.8888888888888888), 'hawʌt_ee5984fe-4b74-4ff7-994be1c68e1486b7': ('hawʌt', 1.0)}"
jesog_ee6cca7d-2d4b-4da3-b3dc-5ea6ab4d2e10,,"{'esog_0ff17dda-0edb-4fab-8d80-c392c7dffd46': ('esog', 0.8888888888888888)}"
péh_ee911202-c9b9-436e-8f4e-23aff9b0cbb6,,"{'pɛh_ee911202-c9b9-436e-8f4e23aff9b0cbb7': ('pɛh', 1.0)}"
maɾahuːd_ef1c8465-a5e4-4269-b0ee-40fed97f627b,,"{'marahud_579cf0f2-5521-4f7c-8650-e9e7775a6a6d': ('marahud', 0.9666666666666667), 'maɾahuːd1_679546ee-b5b5-4815-a4dd-08862405b791': ('maɾahuːd', 1.0), 'marahud_be32a4cd-3200-41a9-bd5c98c7e9a363c4': ('marahud', 0.9666666666666667), 'marahu:d_ef1c8465-a5e4-4269-b0ee40fed97f627c': ('marahu:d', 1.0)}"
iih_f00e2276-9be2-476e-9b29-3fb9e946374c,,"{'hi:h_66d26891-79d8-4e55-bd384345ac314077': ('hi:h', 0.8571428571428571)}"
e&apos;ỹỹm_f10c9014-71b7-47c5-94e5-6838e40da1fe,,"{'eỹỹm_db33bb76-0902-4cd5-a8db-eb1f7bdaefba': ('eỹỹm', 0.9545454545454546), 'eỹm_e0157363-f854-42f4-acfa-dedc5b175515': ('eỹm', 0.9)}"
ba2_f1aeb631-c77e-4580-ada5-3603d76e1db5,,"{'ba_6b7a5021-dce2-4c28-9d18c59209596757': ('ba', 1.0)}"
her&apos;oot_f3c73a07-68e2-4eba-b8d9-48f1f65dce06,,"{'her’oot_fcd85a56-cfb3-4e88-b636-3a81739ffd26': ('her’oot', 1.0), 'hero̰:t_d42677cf-1d23-49c3-b1ed1d7c4b59b99d': ('hero̰:t', 1.0)}"
päh_f504ef30-0c11-485d-9764-e4cb2d84e110,,"{'pʌʔ2_2006fe18-cfbd-42da-9921-099b85ea5e4f': ('pʌʔ', 0.9), 'pä_f147e3d8-5601-4640-b31b-4fd6d06fa113': ('pä', 0.9)}"
ab&apos;ii_f51c2d5a-deec-4c2c-9958-e47868ad495d,,"{'abi_c8927501-771f-4db0-afa6-9ca9ca67d32b': ('abi', 0.875), 'abʹii_f51c2d5a-deec-4c2c-9958-e47868ad495d': ('abʹii', 1.0), 'abi:_bd3c588b-d116-42fc-b2381c92088338e3': ('abi:', 0.9444444444444444)}"
g&apos;ããs_f58fdf41-6b50-40ca-bda7-e1ec3f7fe7b4,,"{'heg’ããs_701ede49-6082-49ba-9bb8-839bb0f857e8': ('heg’ããs', 0.8571428571428571), 'hagã̰:ʃ_4d9901f6-f587-460a-86b1a99f9948abdb': ('hagã̰:ʃ', 0.8571428571428571)}"
ner&apos;oot_f5a3ad5d-b935-41f3-b68d-bc2007b2bafd,,"{'her’oot_fcd85a56-cfb3-4e88-b636-3a81739ffd26': ('her’oot', 0.8928571428571429), 'hero̰:t_d42677cf-1d23-49c3-b1ed1d7c4b59b99d': ('hero̰:t', 0.8928571428571429)}"
nä2_f686f0fd-09f2-4106-b547-4c7070be1556,,"{'nʌ_4b7f5948-bdce-4500-aff6a4162c201a27': ('nʌ', 1.0)}"
ti2_f7c537d1-00e0-4fb1-8af2-4b4a353c8c3a,,"{'tii2_d3db1b0f-4558-4e63-94dc-a2d6b0d31def': ('tii', 0.9)}"
nyyd_facdf3f0-1a1e-403e-912b-c4f27a0d057e,,"{'nyy_643d5c8a-5d5e-45f2-8593-948d3196fec9': ('nyy', 0.8571428571428571)}"
ab&apos;aap_fb163b95-c7fc-49f2-a57f-52ccffdb1ec2,,"{'aba̰:p_fb163b95-c7fc-49f2-a57f52ccffdb1ec3': ('aba̰:p', 1.0)}"
bii_fb6c7157-1b9b-4d1b-9926-dcdea3043357,,"{'bi:ʃ_4e4766cf-1634-41cf-8f2b8a53fcce110e': ('bi:ʃ', 0.8571428571428571), 'bi:n_b2e517bb-acfb-4a33-9270f9596069cab6': ('bi:n', 0.8571428571428571), 'abi:_bd3c588b-d116-42fc-b2381c92088338e3': ('abi:', 0.8571428571428571), 'bi:n_e6e5bae8-d2ad-412e-b701c994681eb9d6': ('bi:n', 0.8571428571428571)}"
noo2_fd121132-52a5-48ea-bd08-47e6db5af53b,,"{'no_46a5426d-16d2-4497-8aa0-73500cd7308c': ('no', 0.9), 'nooh_85e5d65c-81a9-43ba-8b05-e1d0cb3a0943': ('nooh', 0.9285714285714286), 'no̰:_4b7dce3a-006c-458c-ba0cbb5e1c53defe': ('no̰:', 0.9285714285714286)}"
ëën_fe7eb662-ab08-4960-beed-46e3474784d5,,"{'sëën_89e12256-aa4d-4789-a64e-fc333256a009': ('sëën', 0.8571428571428571), 'ə:n_eb201827-9f6d-4018-a8dde4f259bf9839': ('ə:n', 1.0)}"
n&apos;aa_ffe9aef3-6369-43f7-b87d-b91ab18b00c6,,"{'na̰:_1d906551-ab54-4157-8e621fd969e9a668': ('na̰:', 1.0)}"
